y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,1165,0,20,54,0,62,0,0
62,10234,0,1209,0,26,43,0,113,0,0
61,10234,0,1283,20,30,7,0,161,0,0
60,10234,0,1500,73,9,24,0,233,0,0
59,10234,0,1658,107,6,45,0,274,0,0
58,10234,0,1671,164,20,47,0,254,0,0
57,10234,0,1500,255,21,68,0,254,0,0
56,10234,0,1025,264,29,37,0,266,0,0
55,10234,0,1161,325,10,24,0,271,0,0
54,10234,0,1279,476,9,10,0,224,0,0
53,10234,0,1293,448,59,10,0,204,0,0
52,10234,0,1154,357,50,6,0,148,0,0
51,10234,0,1105,268,62,8,0,227,0,0
50,10234,0,1153,348,87,7,0,278,0,0
49,10234,0,1443,408,68,3,0,344,0,0
48,10234,0,1692,387,59,6,0,385,0,0
47,10234,0,1668,248,36,1,0,283,0,0
46,10234,0,1548,272,42,0,0,394,0,0
45,10234,0,1664,182,50,4,0,388,0,0
44,10234,0,1182,218,46,4,0,393,0,0
43,10234,0,921,316,23,7,0,348,0,0
42,10234,0,1184,367,25,13,0,316,0,0
41,10234,0,993,439,66,12,0,253,0,0
40,10234,0,1014,457,88,10,0,244,0,0
39,10234,0,895,641,74,2,0,282,0,0
38,10234,8,907,488,91,2,0,259,0,0
37,10234,18,558,421,73,2,0,255,0,0
36,10234,23,415,324,29,3,0,225,0,0
35,10234,45,516,284,33,1,0,222,0,0
34,10234,67,532,235,62,3,0,172,0,0
33,10234,82,932,342,83,6,0,393,0,0
32,10234,74,838,298,124,0,0,368,0,0
31,10234,30,968,345,161,5,0,318,0,0
30,10234,0,812,338,171,11,0,255,0,0
29,10234,0,556,407,248,11,0,229,0,0
28,10234,0,398,542,284,8,0,92,0,0
27,10234,0,640,628,336,5,0,18,0,0
26,10234,0,724,710,305,17,0,18,0,0
25,10234,0,707,732,201,45,0,12,0,0
24,10234,0,1057,751,265,48,0,0,0,0
23,10234,0,1067,698,236,53,0,0,0,0
22,10234,0,1226,608,269,72,0,66,0,0
