y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,965,40,16,15,0,0,0,0
62,10234,0,997,66,15,14,0,0,0,0
61,10234,0,933,168,5,20,0,0,0,0
60,10234,0,777,227,13,29,0,0,0,0
59,10234,0,1331,286,13,17,0,0,4,0
58,10234,0,1419,303,17,18,0,0,6,0
57,10234,0,1359,233,24,19,0,0,4,0
56,10234,0,1148,139,20,16,0,0,0,0
55,10234,0,867,49,13,10,0,0,0,0
54,10234,0,1197,36,14,1,0,0,0,0
53,10234,0,712,96,37,7,0,0,0,0
52,10234,0,570,88,53,14,0,0,0,0
51,10234,0,596,74,75,14,0,0,0,0
50,10234,0,519,110,69,11,0,0,0,0
49,10234,0,560,96,64,5,0,0,0,0
48,10234,0,742,142,78,1,0,0,8,0
47,10234,0,882,104,81,10,0,0,8,0
46,10234,0,745,110,59,7,0,0,0,0
45,10234,0,1137,124,56,8,0,0,0,0
44,10234,0,886,120,62,8,0,0,0,0
43,10234,0,1256,210,61,3,0,0,0,0
42,10234,0,1143,168,41,12,0,0,0,0
41,10234,0,1363,134,94,14,0,0,0,0
40,10234,0,1412,152,114,18,0,0,0,0
39,10234,0,1478,333,137,11,0,0,0,0
38,10234,0,1356,373,178,19,0,0,0,0
37,10234,0,1402,397,229,16,0,0,0,0
36,10234,0,1032,347,207,13,0,0,0,0
35,10234,0,1029,379,260,15,0,0,0,0
34,10234,0,1159,470,229,13,0,0,0,0
33,10234,0,1057,443,238,12,0,0,0,0
32,10234,0,1142,367,114,5,0,0,0,0
31,10234,0,1225,450,101,21,0,0,0,0
30,10234,0,1084,433,120,38,0,0,0,0
29,10234,0,855,461,158,58,0,0,0,0
28,10234,0,470,373,212,70,0,0,0,0
27,10234,0,324,408,290,53,0,8,0,0
26,10234,0,215,428,291,43,0,8,0,0
25,10234,0,56,401,264,47,0,32,0,0
24,10234,0,31,280,164,8,0,32,0,0
23,10234,0,25,296,132,1,0,32,0,0
22,10234,0,88,339,149,37,0,40,0,0
21,10234,0,233,359,206,79,0,76,0,0
20,10234,0,213,407,235,117,0,74,0,0
19,10234,0,234,324,281,121,0,69,0,0
18,10234,0,359,359,316,89,24,63,0,0
17,10234,0,358,290,350,89,32,46,0,0
