y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,1336,48,19,17,0,0,0,0
62,10234,0,1506,68,22,31,0,0,0,0
61,10234,0,1235,183,54,28,0,0,0,0
60,10234,0,1228,269,53,26,0,0,0,0
59,10234,0,1358,281,64,22,0,0,0,0
58,10234,0,1402,283,83,18,0,0,0,0
57,10234,0,1315,211,98,26,0,0,0,0
56,10234,0,1489,85,99,32,0,0,3,0
55,10234,0,1466,196,97,33,0,0,3,0
54,10234,0,1143,332,68,9,0,0,0,0
53,10234,0,1056,481,56,10,0,0,0,0
52,10234,0,984,415,64,8,0,0,0,0
51,10234,0,1059,362,46,7,0,0,0,0
50,10234,0,1118,369,48,8,0,0,0,0
49,10234,0,852,288,58,12,0,0,0,0
48,10234,0,542,353,44,10,0,0,0,0
47,10234,0,568,305,25,4,0,0,0,0
46,10234,0,723,315,68,0,0,0,0,0
45,10234,0,906,332,122,0,0,0,0,0
44,10234,0,898,320,126,0,0,0,0,0
43,10234,0,775,271,116,5,0,0,0,0
42,10234,0,761,291,104,3,0,0,1,0
41,10234,0,890,332,48,5,0,0,1,0
40,10234,0,817,250,31,12,0,0,0,0
39,10234,0,944,195,116,9,0,0,0,0
38,10234,0,951,246,164,22,0,0,0,0
37,10234,0,994,245,144,32,0,0,0,0
36,10234,0,1117,252,153,39,0,0,0,0
35,10234,0,1073,218,119,46,0,0,0,0
34,10234,0,882,284,192,49,0,0,0,0
33,10234,0,770,321,187,33,0,0,0,0
32,10234,0,523,285,168,17,0,0,0,0
31,10234,0,381,198,152,25,0,0,0,0
30,10234,0,352,265,192,30,0,40,0,0
29,10234,0,390,366,230,33,0,40,0,0
28,10234,0,482,372,202,43,0,40,0,0
27,10234,23,404,335,229,37,0,8,0,0
26,10234,96,428,352,285,46,0,0,0,0
25,10234,177,346,306,233,34,0,12,0,0
24,10234,101,367,220,218,42,0,12,0,0
23,10234,16,302,269,262,44,0,12,0,0
22,10234,0,285,366,289,28,0,12,0,0
21,10234,0,453,503,188,28,0,24,0,0
20,10234,0,358,605,216,31,0,32,0,0
19,10234,0,421,560,185,27,0,46,0,0
18,10234,0,498,529,96,35,0,71,0,0
17,10234,0,460,484,111,50,0,28,0,0
16,10234,0,608,438,125,47,0,15,0,0
15,10234,0,483,333,143,44,0,5,0,0
14,10234,0,442,315,195,51,12,28,0,0
13,10234,0,422,294,178,10,24,42,0,0
12,10234,0,308,286,187,16,68,74,0,0
11,10234,0,379,266,218,13,107,60,0,0
10,10234,0,576,256,309,21,93,51,0,0
9,10234,0,568,294,305,0,99,113,0,3
8,10234,0,636,267,269,3,70,133,0,3
7,10234,0,399,392,319,5,39,98,0,6
6,10234,0,392,447,271,27,62,95,0,3
5,10234,0,446,462,202,37,77,54,0,0
4,10234,2,322,494,189,60,88,33,0,0
3,10234,15,269,405,209,98,96,32,0,0
2,10234,10,89,309,182,100,34,40,0,9
1,10234,9,75,249,98,94,51,35,0,12
0,10234,10,75,215,68,69,51,60,0,12
-1,10234,16,0,134,87,44,54,113,0,24
-2,10234,10,0,81,147,68,74,162,0,27
-3,10234,9,0,51,119,64,83,133,0,15
-4,10234,30,0,20,122,64,79,54,0,6
-5,10234,72,0,29,162,55,54,59,0,0
-6,10234,82,0,0,156,56,58,78,0,0
-7,10234,36,0,0,132,56,51,130,0,2
-8,10234,0,0,0,169,69,15,130,0,6
-9,10234,0,0,0,117,62,37,137,0,6
-10,10234,0,0,0,126,42,117,140,0,2
-11,10234,0,0,0,124,49,132,112,0,18
-12,10234,0,0,0,116,37,144,131,0,42
-13,10234,0,0,0,121,41,119,128,0,42
-14,10234,0,0,0,123,26,87,142,0,14
-15,10234,0,0,0,136,41,65,234,0,30
-16,10234,0,0,0,147,40,42,238,0,24
-17,10234,0,0,0,99,62,25,195,0,27
-18,10234,0,0,0,119,35,46,206,0,43
-19,10234,0,0,0,66,39,64,168,0,21
-20,10234,0,0,0,63,22,84,124,0,13
-21,10234,0,0,0,24,33,82,86,0,20
-22,10234,0,0,0,26,24,107,127,0,20
-23,10234,0,0,0,29,24,79,127,0,34
-24,10234,0,0,0,22,28,83,98,0,24
-25,10234,0,0,0,4,32,43,96,0,21
-26,10234,39,0,0,23,29,48,40,0,4
-27,10234,148,0,0,52,36,105,77,0,6
-28,10234,232,0,0,79,78,112,123,0,11
-29,10234,123,0,0,77,74,128,129,0,21
-30,10234,18,0,0,59,59,104,65,0,25
-31,10234,17,0,0,65,46,98,61,0,12
-32,10234,20,0,0,49,17,41,102,0,14
-33,10234,8,0,0,29,28,40,118,0,12
-34,10234,6,0,0,19,30,58,68,0,35
-35,10234,21,0,0,12,35,94,67,0,48
-36,10234,11,0,0,22,46,94,38,0,48
-37,10234,27,0,0,23,22,94,28,0,33
-38,10234,164,0,0,35,21,70,42,0,32
-39,10234,337,0,0,41,23,124,28,0,40
-40,10234,182,0,0,44,10,244,0,0,31
-41,10234,20,0,0,50,16,214,31,0,39
-42,10234,0,0,0,58,30,139,94,0,75
-43,10234,0,0,0,40,36,169,157,0,53
-44,10234,0,0,0,30,39,145,156,0,16
-45,10234,0,0,0,17,41,170,200,0,38
-46,10234,0,0,0,8,54,219,143,0,25
-47,10234,0,0,0,6,37,201,111,0,53
-48,10234,0,0,0,20,30,191,123,0,63
-49,10234,0,0,0,27,19,145,111,0,65
-50,10234,0,0,0,28,12,233,93,0,71
-51,10234,0,0,0,25,12,290,97,0,39
-52,10234,0,0,0,28,12,329,60,0,71
-53,10234,0,0,0,28,5,320,83,0,61
-54,10234,147,0,0,33,10,308,100,0,44
-55,10234,878,0,0,33,15,296,119,0,35
-56,10234,2170,0,0,22,18,404,70,0,25
-57,10234,2459,0,0,14,8,453,74,0,25
-58,10234,1998,0,0,4,3,445,37,0,19
-59,10234,1499,0,0,4,4,320,63,0,15
