y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,767,0,2,0,0,0,0,0
62,10234,0,791,20,0,5,0,0,0,0
61,10234,0,526,82,15,13,0,0,0,0
60,10234,0,215,116,19,19,0,0,0,0
59,10234,0,425,206,21,39,0,0,0,0
58,10234,0,608,257,19,24,0,0,0,0
57,10234,0,806,237,20,31,0,0,0,0
56,10234,0,1010,208,20,32,0,0,0,0
55,10234,0,973,198,25,13,0,0,0,0
54,10234,0,1242,224,36,14,0,0,0,0
53,10234,0,1105,341,27,16,0,0,0,0
52,10234,0,1132,401,12,3,0,0,0,0
51,10234,0,734,413,5,0,0,0,0,0
50,10234,0,1019,442,62,0,0,0,0,0
49,10234,0,1015,423,97,0,0,0,0,0
48,10234,0,824,368,91,9,0,0,0,0
47,10234,0,807,317,66,14,0,0,0,0
46,10234,0,716,328,43,17,0,0,0,0
45,10234,0,1007,306,39,21,0,0,0,0
44,10234,0,1236,355,39,29,0,0,0,0
43,10234,0,1494,347,138,26,0,0,0,0
42,10234,0,1708,367,157,38,0,0,0,0
41,10234,0,1366,426,214,32,0,0,0,0
40,10234,0,1169,296,212,20,0,0,0,0
39,10234,0,1199,296,289,15,0,0,0,0
38,10234,0,1075,267,295,5,0,0,0,0
37,10234,0,881,265,298,1,0,0,0,0
36,10234,0,934,262,258,0,0,0,0,0
35,10234,0,949,271,210,0,0,0,0,0
34,10234,0,1200,288,144,2,0,0,0,0
33,10234,0,1080,358,93,10,0,0,0,0
32,10234,0,1182,446,71,22,0,0,0,0
31,10234,0,997,345,45,15,0,0,0,0
30,10234,0,718,244,89,20,0,0,0,0
29,10234,0,721,212,126,42,0,0,0,0
28,10234,0,519,195,172,41,0,16,0,0
27,10234,0,671,252,214,25,0,16,0,0
26,10234,0,612,284,182,27,0,20,0,0
25,10234,0,478,241,166,18,0,32,0,0
24,10234,0,599,269,201,25,0,38,0,0
23,10234,0,642,215,243,15,0,28,0,0
22,10234,0,452,258,203,43,0,50,0,0
21,10234,0,243,160,175,64,0,54,0,0
20,10234,0,199,79,184,72,0,32,0,0
19,10234,0,124,60,164,35,0,0,0,0
18,10234,0,40,50,210,18,0,0,0,0
17,10234,0,40,60,179,5,0,0,0,0
16,10234,0,165,98,199,6,0,0,0,0
15,10234,0,197,166,204,18,0,0,0,0
14,10234,0,276,270,122,20,12,0,0,0
13,10234,0,375,352,61,29,44,8,0,0
12,10234,1,303,355,76,9,111,8,0,0
11,10234,0,310,304,125,24,133,0,0,0
10,10234,0,315,301,139,32,161,0,0,0
9,10234,0,274,265,176,83,167,56,0,0
8,10234,0,453,139,189,106,154,97,0,0
7,10234,0,529,147,218,104,118,102,0,0
6,10234,0,601,87,166,108,76,87,0,0
5,10234,0,609,107,222,76,48,56,0,0
4,10234,0,540,151,191,36,46,26,0,0
3,10234,0,383,215,135,47,61,38,0,0
2,10234,0,6,256,83,67,35,36,0,0
1,10234,0,6,367,91,68,15,47,0,0
0,10234,0,6,451,88,98,29,47,0,0
-1,10234,0,0,300,125,85,23,36,0,2
-2,10234,0,10,226,146,90,31,38,0,4
-3,10234,0,10,121,179,79,51,42,0,2
-4,10234,0,0,3,177,23,76,23,0,2
-5,10234,0,0,0,182,34,84,47,0,2
-6,10234,0,0,0,179,51,60,106,0,0
-7,10234,0,0,0,121,82,110,91,0,5
-8,10234,0,0,0,62,128,90,98,0,12
-9,10234,0,0,0,84,108,67,77,0,9
-10,10234,0,0,0,100,105,97,66,0,4
-11,10234,0,0,0,119,84,72,86,0,2
-12,10234,0,0,0,123,38,50,72,0,0
-13,10234,13,0,0,99,28,60,124,0,0
-14,10234,59,0,0,93,22,60,124,0,0
-15,10234,102,0,0,58,51,21,115,0,0
-16,10234,32,0,0,58,127,13,58,0,0
-17,10234,0,0,0,69,112,33,44,0,12
-18,10234,0,0,0,106,80,107,48,0,12
-19,10234,3,0,0,86,83,94,68,0,15
-20,10234,12,0,0,75,77,81,56,0,15
-21,10234,17,0,0,46,27,66,74,0,3
-22,10234,55,0,0,37,16,15,52,0,0
-23,10234,224,0,0,22,10,22,32,0,0
-24,10234,381,0,0,51,6,68,48,0,0
-25,10234,269,0,0,88,15,64,32,0,9
-26,10234,140,0,0,54,29,72,36,0,11
-27,10234,97,0,0,37,59,80,33,0,15
-28,10234,69,0,0,45,57,105,44,0,20
-29,10234,74,0,0,45,47,129,35,0,24
-30,10234,85,0,0,37,11,89,55,0,26
-31,10234,76,0,0,29,2,71,51,0,38
-32,10234,68,0,0,27,2,22,102,0,40
-33,10234,66,0,0,17,1,31,125,0,46
-34,10234,63,0,0,15,4,32,106,0,37
-35,10234,50,0,0,23,5,75,109,0,20
-36,10234,31,0,0,21,17,75,143,0,10
-37,10234,19,0,0,15,17,64,106,0,15
-38,10234,36,0,0,18,6,74,89,0,22
-39,10234,42,0,0,34,8,155,66,0,24
-40,10234,40,0,0,78,9,146,76,0,22
-41,10234,33,0,0,85,7,179,58,0,10
-42,10234,17,0,0,60,14,128,124,0,1
-43,10234,5,0,0,49,29,81,114,0,5
-44,10234,1,0,0,11,34,132,133,0,30
-45,10234,0,0,0,4,39,195,69,0,28
-46,10234,0,0,0,15,36,239,106,0,40
-47,10234,0,0,0,18,40,203,112,0,38
-48,10234,0,0,0,32,38,193,82,0,22
-49,10234,0,0,0,15,10,190,25,0,20
-50,10234,0,0,0,6,28,202,6,0,12
-51,10234,0,0,0,0,33,202,28,0,10
-52,10234,0,0,0,12,19,329,60,0,43
-53,10234,0,0,0,12,12,390,100,0,60
-54,10234,2,0,0,21,4,476,112,0,94
-55,10234,13,0,0,14,6,513,84,0,110
-56,10234,54,0,0,2,9,508,47,0,66
-57,10234,55,0,0,2,13,509,31,0,42
-58,10234,85,0,0,8,9,417,21,0,8
-59,10234,175,0,0,15,7,487,46,0,16
