y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,1558,48,38,7,0,0,0,0
62,10234,0,1418,70,23,0,0,0,0,0
61,10234,0,1378,199,20,2,0,0,0,0
60,10234,0,1143,302,34,2,0,0,0,0
59,10234,3,1199,256,39,0,0,0,0,0
58,10234,2,1351,252,37,4,0,0,0,0
57,10234,2,1270,284,16,28,0,0,0,0
56,10234,1,1472,314,42,30,0,0,0,0
55,10234,1,1230,351,71,29,0,0,0,0
54,10234,2,1341,347,67,37,0,0,0,0
53,10234,1,1412,316,65,35,0,0,0,0
52,10234,8,1437,372,61,26,0,0,0,0
51,10234,0,1458,407,41,18,0,0,0,0
50,10234,0,1152,358,31,8,0,0,0,0
49,10234,0,978,356,61,15,0,0,0,0
48,10234,0,958,470,56,31,0,0,0,0
47,10234,0,863,448,41,25,0,0,0,0
46,10234,0,610,393,28,19,0,0,0,0
45,10234,0,751,379,29,9,0,0,0,0
44,10234,0,715,337,52,10,0,0,0,0
43,10234,0,618,312,97,18,0,0,0,0
42,10234,0,689,396,140,10,0,0,0,0
41,10234,0,911,327,101,15,0,0,0,0
40,10234,0,946,389,42,4,0,0,0,0
39,10234,0,757,414,6,0,0,0,0,0
38,10234,0,714,499,14,4,0,0,0,0
37,10234,0,662,486,74,3,0,0,0,0
36,10234,0,516,555,113,2,0,0,0,0
35,10234,0,412,422,134,6,0,0,0,0
34,10234,0,599,352,241,15,0,0,0,0
33,10234,0,674,183,205,17,0,0,0,0
32,10234,0,488,137,143,5,0,0,0,0
31,10234,0,746,175,148,2,0,0,0,0
30,10234,0,878,166,115,3,0,0,0,0
29,10234,0,897,170,149,8,0,0,0,0
28,10234,0,1045,176,194,7,0,14,0,0
27,10234,0,1186,228,262,8,0,14,0,0
26,10234,0,1059,230,282,14,0,28,0,0
25,10234,0,864,197,267,11,0,14,0,0
24,10234,0,711,209,258,3,0,40,0,0
23,10234,0,729,250,206,31,0,48,0,0
22,10234,0,811,238,234,48,0,56,0,0
21,10234,0,865,316,223,80,0,56,0,0
20,10234,0,1080,349,219,100,0,13,0,0
19,10234,0,913,355,203,72,0,23,0,0
18,10234,0,794,339,149,95,0,39,0,0
17,10234,0,696,289,233,60,0,21,0,0
16,10234,0,559,281,314,18,0,16,0,0
15,10234,0,618,329,263,21,40,64,0,0
14,10234,0,576,381,340,37,73,54,0,0
13,10234,0,635,336,302,46,79,72,0,0
12,10234,0,339,433,437,48,63,62,0,0
11,10234,0,209,355,403,53,67,12,0,0
10,10234,0,201,395,380,43,132,37,0,0
9,10234,0,285,340,341,41,129,63,0,0
8,10234,0,285,334,324,118,147,39,0,0
7,10234,3,266,315,281,160,122,72,0,0
6,10234,11,242,368,241,157,119,116,0,4
5,10234,10,250,357,229,104,101,118,0,12
4,10234,10,164,351,250,81,71,118,0,4
3,10234,10,289,194,282,55,94,96,0,0
2,10234,10,197,250,264,34,77,74,0,0
1,10234,22,197,268,291,40,61,76,0,17
0,10234,31,197,237,302,75,96,60,0,22
-1,10234,30,178,254,161,65,138,52,0,33
-2,10234,30,92,187,165,93,149,40,0,33
-3,10234,25,115,149,195,108,141,94,0,4
-4,10234,34,46,44,187,112,82,84,0,23
-5,10234,61,0,0,209,98,30,120,0,21
-6,10234,66,0,0,182,88,45,110,0,16
-7,10234,45,0,0,123,68,67,183,0,24
-8,10234,32,0,0,96,64,62,248,0,21
-9,10234,31,0,0,128,77,78,181,0,5
-10,10234,49,0,0,127,68,72,108,0,2
-11,10234,28,0,0,238,60,57,64,0,0
-12,10234,17,0,0,233,40,80,89,0,0
-13,10234,13,0,0,256,40,116,139,0,8
-14,10234,13,0,0,168,72,134,129,0,8
-15,10234,23,0,0,70,43,93,124,0,8
-16,10234,75,0,0,73,70,84,99,0,4
-17,10234,154,0,0,125,41,45,104,0,17
-18,10234,281,0,0,175,33,13,51,0,21
-19,10234,250,0,0,148,44,46,86,0,30
-20,10234,144,0,0,227,68,62,123,0,38
-21,10234,143,0,0,206,49,62,95,0,21
-22,10234,147,0,0,270,16,69,37,0,10
-23,10234,201,0,0,253,18,56,46,0,8
-24,10234,299,0,0,393,20,25,89,0,0
-25,10234,331,0,0,1167,19,38,101,0,0
-26,10234,212,0,0,2228,31,69,143,0,12
-27,10234,149,0,0,2193,30,55,124,0,15
-28,10234,174,0,0,2351,44,47,202,0,18
-29,10234,197,0,0,2359,20,59,225,0,21
-30,10234,247,0,0,1957,15,59,289,0,19
-31,10234,299,0,0,2009,12,59,317,0,13
-32,10234,318,0,0,1995,6,89,325,0,0
-33,10234,329,0,0,1821,26,92,293,0,9
-34,10234,325,0,0,1188,32,58,216,0,10
-35,10234,325,0,0,1604,36,93,183,0,16
-36,10234,275,0,0,1519,23,111,143,0,13
-37,10234,201,0,0,1434,31,111,144,0,23
-38,10234,113,0,0,1465,34,136,148,0,17
-39,10234,31,0,0,1439,32,161,179,0,23
-40,10234,8,0,0,1598,24,173,134,0,23
-41,10234,1,0,0,1925,6,170,96,0,24
-42,10234,0,0,0,772,22,199,56,0,39
-43,10234,0,0,0,698,14,184,96,0,23
-44,10234,0,0,0,633,32,180,72,0,5
-45,10234,0,0,0,554,39,177,71,0,8
-46,10234,0,0,0,508,47,209,31,0,14
-47,10234,0,0,0,431,32,201,24,0,21
-48,10234,0,0,0,335,57,235,8,0,18
-49,10234,0,0,0,299,35,250,8,0,45
-50,10234,0,0,0,282,11,242,17,0,73
-51,10234,0,0,0,248,30,299,62,0,66
-52,10234,0,0,0,86,52,266,151,0,60
-53,10234,0,0,0,111,78,334,165,0,66
-54,10234,37,0,0,41,66,352,121,0,61
-55,10234,163,0,0,73,29,322,64,0,51
-56,10234,341,0,0,129,33,282,48,0,48
-57,10234,551,0,0,85,33,242,84,0,33
-58,10234,733,0,0,94,17,306,54,0,30
-59,10234,822,0,0,57,16,329,33,0,51
