y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,511,72,21,0,0,0,0,0
62,10234,0,571,88,21,18,0,0,0,0
61,10234,0,971,106,21,21,0,0,0,0
60,10234,0,1048,117,21,19,0,0,0,0
59,10234,0,1036,144,12,16,0,0,0,0
58,10234,0,1086,170,20,6,0,0,0,0
57,10234,0,1307,241,31,4,0,0,0,0
56,10234,0,1042,215,22,5,0,0,0,0
55,10234,0,1271,256,31,5,0,0,0,0
54,10234,0,961,304,24,5,0,0,0,0
53,10234,0,1002,264,15,1,0,0,0,0
52,10234,0,696,189,17,0,0,0,0,0
51,10234,0,612,311,23,3,0,0,0,0
50,10234,0,533,263,16,11,0,0,0,0
49,10234,0,950,196,46,13,0,0,0,0
48,10234,0,1123,180,45,18,0,0,0,0
47,10234,0,1253,272,83,15,0,0,0,0
46,10234,0,1248,318,130,14,0,0,0,0
45,10234,0,1226,357,165,26,0,0,0,0
44,10234,0,1030,533,155,15,0,0,0,0
43,10234,0,836,535,136,4,0,0,0,0
42,10234,0,753,553,101,0,0,0,0,0
41,10234,0,757,397,72,12,0,0,0,0
40,10234,0,840,404,117,20,0,0,0,0
39,10234,0,693,260,96,34,0,0,0,0
38,10234,0,1155,195,88,38,0,0,0,0
37,10234,0,1154,202,75,22,0,0,0,0
36,10234,0,1168,166,89,28,0,0,0,0
35,10234,0,1143,242,113,26,0,0,0,0
34,10234,0,744,316,147,9,0,0,0,0
33,10234,0,335,358,110,2,0,0,0,0
32,10234,0,82,346,169,1,0,0,0,0
31,10234,0,199,355,208,1,0,0,0,0
30,10234,0,187,367,292,2,0,0,0,0
29,10234,0,74,338,303,3,0,0,0,0
28,10234,8,72,338,244,4,0,0,0,0
27,10234,12,154,312,233,3,0,0,0,0
26,10234,10,273,199,165,0,0,0,0,0
25,10234,9,287,137,110,0,0,0,0,0
24,10234,9,307,296,168,26,0,0,0,0
23,10234,9,283,455,169,39,0,0,0,0
22,10234,9,241,495,193,31,0,36,0,0
21,10234,14,133,385,216,31,0,65,0,0
20,10234,17,151,393,190,40,0,35,0,0
19,10234,20,136,370,217,46,0,35,0,0
18,10234,23,329,418,226,57,0,35,0,0
17,10234,9,247,363,261,30,0,12,0,0
16,10234,0,249,266,286,43,0,20,0,0
15,10234,0,272,194,202,71,0,43,0,0
14,10234,0,364,193,278,106,6,46,0,0
13,10234,0,365,214,214,104,18,81,0,4
12,10234,0,337,293,296,75,34,58,0,4
11,10234,0,255,341,286,77,38,84,0,4
10,10234,0,163,338,242,75,26,80,0,4
9,10234,0,103,239,261,23,16,68,0,0
8,10234,0,0,297,279,29,9,44,0,0
7,10234,0,0,390,241,43,39,19,0,0
6,10234,0,110,349,269,51,39,71,0,0
5,10234,0,139,297,224,44,60,63,0,0
4,10234,0,109,120,142,35,102,43,0,0
3,10234,0,219,118,78,49,108,16,0,0
2,10234,0,132,102,70,44,82,32,0,0
1,10234,0,207,131,113,73,89,41,0,0
0,10234,0,223,121,158,100,73,49,0,0
-1,10234,0,141,153,217,102,46,44,0,0
-2,10234,0,0,74,261,102,95,49,0,0
-3,10234,0,0,78,273,96,117,88,0,0
-4,10234,0,0,34,239,90,93,68,0,2
-5,10234,0,0,0,148,57,57,75,0,5
-6,10234,0,0,0,179,53,57,110,0,6
-7,10234,0,0,0,108,27,40,178,0,1
-8,10234,0,0,0,107,35,32,161,0,12
-9,10234,24,0,0,132,36,10,134,0,12
-10,10234,94,0,0,601,68,59,156,0,12
-11,10234,156,0,0,612,75,73,154,0,0
-12,10234,60,0,0,717,83,66,44,0,0
-13,10234,0,0,0,735,97,59,36,0,6
-14,10234,0,0,0,784,82,47,36,0,10
-15,10234,0,0,0,829,67,78,57,0,18
-16,10234,0,0,0,786,63,112,88,0,17
