y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,595,0,13,0,0,0,0,0
62,10234,0,771,27,14,0,0,0,0,0
61,10234,0,779,54,14,0,0,0,0,0
60,10234,0,911,158,24,0,0,0,0,0
59,10234,0,1108,167,22,0,0,0,0,0
58,10234,0,1058,180,1,0,0,0,0,0
57,10234,0,775,251,0,0,0,0,0,0
56,10234,0,563,222,0,31,0,0,0,0
55,10234,0,264,210,0,25,0,0,0,0
54,10234,0,453,273,12,39,0,0,0,0
53,10234,0,608,237,30,42,0,0,0,0
52,10234,0,712,263,52,42,0,0,0,0
51,10234,0,867,277,70,55,0,0,0,0
50,10234,0,1094,220,80,34,0,0,0,0
49,10234,0,1090,201,70,22,0,0,0,0
48,10234,0,1135,348,66,17,0,0,0,0
47,10234,0,1044,413,67,8,0,0,0,0
46,10234,0,1275,477,54,4,0,0,0,0
45,10234,0,1410,469,92,6,0,0,0,0
44,10234,0,1212,479,92,17,0,0,0,0
43,10234,0,1140,271,116,13,0,0,0,0
42,10234,0,951,192,84,22,0,0,0,0
41,10234,0,504,204,100,16,0,0,0,0
40,10234,0,251,120,102,8,0,0,0,0
39,10234,0,115,113,77,6,0,0,0,0
38,10234,0,338,205,101,7,0,0,0,0
37,10234,9,464,229,97,0,0,0,0,0
36,10234,8,403,204,92,0,0,0,0,0
35,10234,3,550,174,137,9,0,0,0,0
34,10234,0,682,143,112,26,0,0,0,0
33,10234,0,888,273,96,47,0,0,0,0
32,10234,0,842,272,162,42,0,0,0,0
31,10234,0,739,294,168,24,0,0,0,0
30,10234,0,499,233,177,31,0,0,0,0
29,10234,0,323,203,163,47,0,0,0,0
28,10234,0,404,160,209,33,0,0,0,0
27,10234,0,409,210,270,20,0,0,0,0
26,10234,0,422,268,312,15,0,0,0,0
25,10234,0,409,263,270,11,0,8,0,0
24,10234,0,342,323,231,15,0,48,0,0
23,10234,2,258,368,242,57,0,58,0,0
22,10234,9,297,479,194,48,0,71,0,0
21,10234,12,404,509,217,78,0,68,0,0
20,10234,15,319,443,248,80,0,34,0,0
19,10234,0,334,393,177,100,0,0,0,0
18,10234,0,469,345,263,115,0,66,0,0
17,10234,0,488,339,252,139,0,110,0,0
16,10234,0,421,305,291,95,0,115,0,0
15,10234,0,431,300,297,81,0,124,0,0
14,10234,0,284,285,246,83,0,63,0,0
13,10234,0,290,306,235,93,0,65,0,0
12,10234,0,344,250,229,81,8,43,0,0
11,10234,0,345,298,209,117,53,24,0,0
10,10234,0,469,354,218,145,90,15,0,0
9,10234,0,601,364,261,161,82,15,0,0
8,10234,0,553,347,277,155,84,4,0,4
7,10234,0,378,316,186,98,102,4,0,6
6,10234,0,229,256,150,111,103,9,0,4
5,10234,0,180,191,150,116,86,12,0,0
4,10234,0,116,231,169,104,61,28,0,0
3,10234,0,132,187,100,79,48,44,0,9
2,10234,0,132,251,111,111,70,48,0,12
1,10234,0,104,234,104,92,66,72,0,9
0,10234,4,80,208,152,82,81,82,0,0
-1,10234,4,60,177,158,61,57,116,0,0
-2,10234,0,0,83,121,30,28,110,0,0
-3,10234,0,0,10,62,23,11,177,0,1
-4,10234,0,0,0,56,48,3,153,0,6
-5,10234,0,0,0,72,40,31,174,0,5
-6,10234,0,0,0,75,39,53,150,0,0
-7,10234,0,0,0,96,40,33,77,0,0
-8,10234,0,0,0,116,76,25,69,0,2
-9,10234,0,0,0,191,65,80,55,0,0
-10,10234,0,0,0,198,72,75,92,0,0
-11,10234,0,0,0,206,84,50,110,0,0
-12,10234,0,0,0,275,87,96,153,0,7
-13,10234,0,0,0,270,63,67,88,0,6
-14,10234,168,0,0,194,27,46,104,0,6
-15,10234,831,0,0,450,22,40,115,0,6
-16,10234,1838,0,0,947,41,48,100,0,3
-17,10234,2176,0,0,1084,40,40,96,0,0
-18,10234,2103,0,0,1532,47,46,145,0,8
-19,10234,2055,0,0,1546,59,30,168,0,12
-20,10234,1966,0,0,1638,86,12,186,0,31
-21,10234,1830,0,0,1211,94,16,215,0,35
-22,10234,1764,0,0,1169,85,48,187,0,29
-23,10234,1751,0,0,1072,65,56,172,0,23
-24,10234,1774,0,0,439,55,99,122,0,20
-25,10234,1733,0,0,174,6,85,94,0,16
-26,10234,1610,0,0,203,0,104,85,0,24
-27,10234,1474,0,0,186,0,135,102,0,24
-28,10234,1358,0,0,202,6,105,70,0,30
-29,10234,1120,0,0,203,0,76,80,0,58
-30,10234,930,0,0,73,10,60,98,0,46
-31,10234,848,0,0,69,13,0,112,0,33
-32,10234,805,0,0,137,23,50,90,0,43
-33,10234,757,0,0,182,33,58,112,0,53
-34,10234,653,0,0,179,38,58,101,0,40
-35,10234,514,0,0,169,44,40,144,0,40
-36,10234,377,0,0,164,52,8,143,0,48
-37,10234,279,0,0,254,58,62,114,0,46
-38,10234,202,0,0,284,52,62,89,0,43
-39,10234,135,0,0,314,39,24,62,0,58
-40,10234,65,0,0,460,35,43,28,0,67
-41,10234,45,0,0,600,40,40,63,0,64
-42,10234,68,0,0,887,26,147,89,0,65
-43,10234,83,0,0,408,9,159,75,0,44
-44,10234,80,0,0,1654,17,271,115,0,24
-45,10234,66,0,0,2609,13,384,105,0,17
-46,10234,57,0,0,2463,10,401,110,0,26
-47,10234,66,0,0,2196,10,361,139,0,23
-48,10234,92,0,0,2121,23,427,150,0,36
-49,10234,102,0,0,1993,22,461,169,0,37
-50,10234,114,0,0,2018,19,458,168,0,52
-51,10234,120,0,0,2028,18,419,141,0,44
-52,10234,127,0,0,2005,21,383,99,0,51
-53,10234,137,0,0,1619,17,378,91,0,52
-54,10234,158,0,0,668,12,398,114,0,42
-55,10234,217,0,0,13,7,351,98,0,19
-56,10234,426,0,0,16,7,481,97,0,10
-57,10234,629,0,0,8,4,376,21,0,9
-58,10234,804,0,0,8,2,406,28,0,18
-59,10234,853,0,0,4,1,364,22,0,31
