y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,1800,0,33,25,0,0,0,0
62,10234,0,1932,40,24,20,0,0,0,0
61,10234,0,1614,54,21,4,0,0,0,0
60,10234,0,1722,115,21,5,0,0,0,0
59,10234,0,1669,165,20,6,0,0,0,0
58,10234,0,1410,230,16,13,0,0,0,0
57,10234,0,1153,350,12,38,0,0,0,0
56,10234,0,1326,483,16,41,0,0,0,0
55,10234,0,1087,400,12,42,0,0,0,0
54,10234,0,1334,517,16,45,0,0,0,0
53,10234,0,1241,525,38,55,0,0,0,0
52,10234,0,1247,412,56,52,0,0,0,0
51,10234,0,1011,361,107,52,0,0,0,0
50,10234,0,1165,379,129,36,0,0,0,0
49,10234,0,1252,435,134,26,0,0,0,0
48,10234,0,1175,322,122,11,0,0,0,0
47,10234,0,1030,347,76,14,0,0,0,0
46,10234,0,962,313,35,7,0,0,0,0
45,10234,0,842,319,15,46,0,0,0,0
44,10234,0,1136,389,23,45,0,0,0,0
43,10234,0,1325,464,28,46,0,0,0,0
42,10234,0,1103,339,88,53,0,0,0,0
41,10234,0,955,233,170,37,0,0,0,0
40,10234,0,622,227,178,18,0,0,0,0
39,10234,0,581,130,148,16,0,0,0,0
38,10234,0,412,164,208,8,0,0,0,0
37,10234,0,447,258,159,0,0,0,0,0
36,10234,0,344,290,135,2,0,0,0,0
35,10234,0,498,286,117,10,0,0,0,0
34,10234,0,678,280,183,28,0,0,0,0
33,10234,0,665,252,203,34,0,0,0,0
32,10234,0,760,226,242,20,0,0,0,0
31,10234,0,710,135,229,1,0,0,0,0
30,10234,0,476,180,246,5,0,0,0,0
29,10234,0,541,174,251,8,0,0,0,0
28,10234,0,916,156,105,57,0,24,0,0
27,10234,0,891,232,60,60,0,24,0,0
26,10234,0,1100,335,64,76,0,72,0,0
25,10234,0,955,329,69,68,0,72,0,0
24,10234,0,909,366,109,53,0,80,0,0
23,10234,0,841,356,145,17,0,32,0,0
22,10234,0,599,217,173,26,0,0,0,0
21,10234,0,697,203,161,20,0,0,0,0
20,10234,0,626,242,176,21,0,0,0,0
19,10234,0,662,262,161,4,0,16,0,0
18,10234,0,579,205,302,18,0,32,0,0
17,10234,0,408,194,294,23,0,32,0,0
16,10234,0,321,297,259,40,0,16,0,0
15,10234,2,156,337,261,71,0,50,0,0
14,10234,7,294,444,295,82,0,51,0,0
13,10234,7,352,448,214,76,15,52,0,0
12,10234,14,311,333,219,89,50,46,0,0
11,10234,30,446,297,347,90,76,81,0,0
10,10234,9,522,232,242,133,111,89,0,9
9,10234,0,436,190,290,89,66,150,0,9
8,10234,0,300,198,293,92,109,108,0,9
7,10234,0,258,214,249,96,106,69,0,9
6,10234,0,225,302,205,97,107,85,0,15
5,10234,0,96,378,188,109,136,72,0,17
4,10234,0,127,452,216,84,135,78,0,17
3,10234,0,110,549,248,53,75,163,0,15
2,10234,0,127,598,265,53,65,200,0,0
1,10234,0,132,526,222,46,66,144,0,0
0,10234,0,78,353,214,88,121,101,0,0
-1,10234,0,58,185,209,121,186,75,0,0
-2,10234,0,48,183,173,134,174,45,0,0
-3,10234,0,0,91,261,114,128,63,0,4
-4,10234,0,0,67,291,99,61,78,0,6
-5,10234,2,0,45,307,51,39,61,0,6
-6,10234,1,0,0,177,52,75,62,0,0
-7,10234,1,0,0,91,41,78,34,0,1
-8,10234,1,0,0,65,62,97,43,0,5
-9,10234,1,0,0,87,70,103,127,0,3
-10,10234,1,0,0,107,50,92,117,0,3
-11,10234,4,0,0,185,46,59,79,0,1
-12,10234,11,0,0,137,57,45,92,0,0
-13,10234,10,0,0,158,93,40,77,0,0
-14,10234,8,0,0,153,99,36,70,0,0
-15,10234,9,0,0,124,134,44,88,0,0
-16,10234,12,0,0,90,125,43,117,0,15
-17,10234,18,0,0,51,113,81,131,0,21
-18,10234,26,0,0,86,104,118,74,0,21
-19,10234,46,0,0,85,83,118,44,0,29
-20,10234,47,0,0,92,55,118,138,0,14
-21,10234,53,0,0,75,42,89,147,0,16
-22,10234,55,0,0,86,40,90,131,0,8
-23,10234,30,0,0,46,27,71,133,0,0
-24,10234,17,0,0,23,22,36,105,0,11
-25,10234,13,0,0,21,24,24,101,0,9
-26,10234,20,0,0,9,18,6,68,0,19
-27,10234,35,0,0,2,18,36,52,0,18
-28,10234,84,0,0,5,18,82,34,0,22
-29,10234,225,0,0,6,6,94,68,0,11
-30,10234,390,0,0,11,0,104,64,0,21
-31,10234,446,0,0,8,2,36,85,0,27
-32,10234,373,0,0,11,2,3,93,0,22
-33,10234,299,0,0,11,3,53,53,0,27
-34,10234,181,0,0,70,12,61,71,0,26
-35,10234,76,0,0,49,12,61,60,0,26
-36,10234,33,0,0,65,23,99,22,0,25
-37,10234,9,0,0,41,14,119,24,0,12
-38,10234,14,0,0,36,12,86,38,0,19
-39,10234,26,0,0,17,7,134,80,0,17
-40,10234,24,0,0,5,11,192,69,0,17
-41,10234,14,0,0,2,8,200,46,0,19
-42,10234,80,0,0,0,10,213,38,0,21
-43,10234,253,0,0,0,9,262,61,0,32
-44,10234,463,0,0,10,19,339,67,0,40
-45,10234,367,0,0,19,6,458,162,0,45
-46,10234,157,0,0,35,17,454,156,0,28
-47,10234,40,0,0,28,7,333,90,0,10
-48,10234,21,0,0,20,12,270,92,0,6
-49,10234,8,0,0,22,8,304,76,0,24
-50,10234,1,0,0,28,1,222,43,0,29
-51,10234,0,0,0,37,0,203,49,0,31
-52,10234,0,0,0,86,3,224,88,0,38
-53,10234,0,0,0,84,5,237,67,0,36
-54,10234,57,0,0,72,10,230,29,0,11
-55,10234,362,0,0,45,7,259,6,0,17
-56,10234,947,0,0,64,10,292,6,0,12
-57,10234,1273,0,0,43,8,321,40,0,6
-58,10234,1110,0,0,85,11,367,73,0,28
-59,10234,801,0,0,74,8,356,70,0,44
