y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,1156,44,45,13,0,0,0,0
62,10234,0,1221,159,34,23,0,0,0,0
61,10234,0,1190,230,6,18,0,0,4,0
60,10234,0,1068,321,8,21,0,0,4,0
59,10234,0,1115,339,16,18,0,0,0,0
58,10234,0,1077,385,25,29,0,0,0,0
57,10234,0,958,353,36,40,0,0,0,0
56,10234,0,904,403,16,43,0,0,0,0
55,10234,0,1129,408,54,41,0,0,0,0
54,10234,0,1112,372,36,48,0,0,0,0
53,10234,0,1490,300,33,38,0,0,0,0
52,10234,0,1781,362,39,20,0,0,0,0
51,10234,0,1595,309,15,3,0,0,0,0
50,10234,0,1418,257,29,12,0,0,0,0
49,10234,0,1248,223,40,26,0,0,0,0
48,10234,0,920,246,24,28,0,0,0,0
47,10234,0,686,333,73,23,0,0,0,0
46,10234,0,356,310,87,24,0,0,0,0
45,10234,0,365,417,66,3,0,0,0,0
44,10234,0,315,425,67,12,0,0,0,0
43,10234,0,448,394,94,8,0,0,0,0
42,10234,0,460,387,113,16,0,0,0,0
41,10234,46,462,501,128,11,0,0,0,0
40,10234,183,742,381,172,9,0,0,0,0
39,10234,271,836,370,194,9,0,0,0,0
38,10234,158,1017,337,188,19,0,0,0,0
37,10234,33,962,455,205,28,0,0,0,0
36,10234,0,1060,326,189,30,0,0,2,0
35,10234,0,1038,254,122,23,0,0,2,0
34,10234,0,1062,232,108,25,0,0,2,0
33,10234,0,1168,228,130,33,0,0,0,0
32,10234,0,1043,223,153,37,0,0,0,0
31,10234,0,558,249,181,49,0,0,0,0
30,10234,0,488,238,156,39,0,0,0,0
29,10234,0,516,251,156,36,0,5,0,0
28,10234,0,690,265,171,25,0,5,0,0
27,10234,0,765,238,266,38,0,5,0,0
26,10234,0,685,312,303,37,0,5,0,0
25,10234,0,777,337,332,33,0,6,0,0
24,10234,0,892,365,209,20,0,6,0,0
23,10234,0,772,244,73,33,0,0,0,0
22,10234,0,802,191,72,43,0,0,0,0
21,10234,0,598,260,62,18,0,0,0,0
20,10234,0,759,356,149,19,0,0,0,0
19,10234,0,604,299,219,45,0,16,0,0
18,10234,0,658,185,286,60,0,16,0,0
17,10234,0,462,133,229,73,0,16,0,0
16,10234,0,344,102,228,81,0,8,0,0
15,10234,0,554,187,229,92,9,38,0,0
14,10234,0,560,326,246,99,39,56,0,0
13,10234,0,595,315,295,84,49,74,0,0
12,10234,0,581,324,330,111,62,67,0,0
11,10234,0,599,373,309,105,57,36,0,0
10,10234,0,539,475,297,69,136,36,0,0
9,10234,0,531,497,346,76,142,27,0,0
8,10234,0,270,518,292,75,104,0,0,8
7,10234,0,190,538,242,98,88,0,0,8
6,10234,0,53,470,190,111,88,76,0,8
5,10234,0,32,396,189,122,10,76,0,0
4,10234,0,81,444,234,147,0,70,0,0
3,10234,0,101,591,355,173,34,94,0,0
2,10234,0,124,601,421,159,81,113,0,0
1,10234,0,98,618,388,176,100,59,0,0
0,10234,0,101,589,304,158,91,129,0,22
-1,10234,0,104,523,294,157,64,146,0,20
-2,10234,0,78,277,195,108,29,69,0,20
-3,10234,3,26,159,160,117,17,96,0,24
-4,10234,10,0,125,143,120,40,163,0,20
-5,10234,47,0,59,126,119,62,177,0,20
-6,10234,69,0,0,76,109,70,177,0,12
-7,10234,17,0,0,58,118,66,232,0,0
-8,10234,0,0,0,67,89,57,191,0,2
-9,10234,3,0,0,71,72,35,88,0,4
-10,10234,0,0,0,50,89,56,50,0,5
-11,10234,0,0,0,64,83,69,32,0,3
-12,10234,0,0,0,134,85,93,39,0,1
-13,10234,0,0,0,151,34,113,90,0,4
-14,10234,2,0,0,134,17,107,103,0,7
-15,10234,10,0,0,96,37,68,139,0,17
-16,10234,22,0,0,94,63,76,57,0,11
-17,10234,25,0,0,43,57,63,71,0,12
-18,10234,4,0,0,29,72,14,70,0,27
-19,10234,3,0,0,38,71,54,72,0,16
-20,10234,3,0,0,54,63,49,64,0,17
-21,10234,32,0,0,46,37,64,105,0,18
-22,10234,102,0,0,36,27,72,89,0,7
-23,10234,194,0,0,64,18,108,116,0,0
-24,10234,206,0,0,36,17,68,110,0,6
-25,10234,204,0,0,18,10,78,92,0,12
-26,10234,383,0,0,18,15,92,79,0,18
-27,10234,881,0,0,20,20,140,127,0,27
-28,10234,1553,0,0,8,28,135,155,0,21
-29,10234,1604,0,0,33,22,81,161,0,26
