y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,1130,32,10,9,0,0,0,0
62,10234,0,1049,32,32,11,0,0,0,0
61,10234,0,807,90,26,2,0,0,0,0
60,10234,0,766,114,14,12,0,0,0,0
59,10234,0,557,122,8,11,0,0,0,0
58,10234,0,561,246,13,12,0,0,0,0
57,10234,0,531,245,15,4,0,0,0,0
56,10234,0,862,217,10,4,0,0,0,0
55,10234,0,1004,295,9,12,0,0,0,0
54,10234,0,898,198,3,8,0,0,0,0
53,10234,0,1205,190,31,9,0,0,0,0
52,10234,0,1375,205,47,8,0,0,0,0
51,10234,0,1460,165,45,0,0,0,0,0
50,10234,0,1407,112,32,0,0,0,2,0
49,10234,0,1145,136,36,1,0,0,2,0
48,10234,0,1312,194,63,0,0,0,0,0
47,10234,0,1112,275,67,13,0,0,0,0
46,10234,0,951,238,98,23,0,0,0,0
45,10234,0,1088,247,96,28,0,0,0,0
44,10234,0,1029,274,80,20,0,0,0,0
43,10234,0,1072,239,73,14,0,0,0,0
42,10234,0,1075,270,44,21,0,0,0,0
41,10234,0,956,233,82,12,0,0,0,0
40,10234,0,1071,203,97,22,0,0,0,0
39,10234,0,999,216,99,36,0,0,0,0
38,10234,0,1079,316,117,56,0,0,0,0
37,10234,0,749,260,118,42,0,0,0,0
36,10234,0,694,343,73,29,0,0,0,0
35,10234,0,557,361,86,13,0,0,0,0
34,10234,0,474,347,98,12,0,0,0,0
33,10234,0,416,602,139,20,0,0,0,0
32,10234,0,648,610,159,26,0,0,0,0
31,10234,0,739,589,127,43,0,0,0,0
30,10234,0,890,507,142,63,0,24,0,0
29,10234,0,829,479,139,59,0,24,0,0
28,10234,0,672,429,196,80,0,24,0,0
27,10234,0,350,232,147,72,0,24,0,0
26,10234,0,340,413,229,49,0,30,0,0
25,10234,0,391,374,215,70,0,6,0,0
24,10234,0,392,475,296,93,0,6,0,0
23,10234,0,539,503,304,56,0,12,0,0
22,10234,0,406,445,285,52,0,30,0,0
21,10234,0,288,397,374,51,0,24,0,0
20,10234,0,181,336,319,12,0,24,0,0
19,10234,0,520,467,289,11,0,24,0,0
18,10234,0,682,536,278,6,0,14,0,0
17,10234,0,752,1234,319,57,0,50,0,0
16,10234,0,645,1444,255,61,0,56,0,0
15,10234,0,578,1527,284,80,0,54,0,0
14,10234,0,544,2651,370,108,26,56,0,0
13,10234,0,525,1793,415,117,52,56,0,0
12,10234,0,686,2470,513,93,87,91,0,0
11,10234,0,705,2402,482,87,86,104,0,0
10,10234,0,667,2355,438,121,103,169,0,0
9,10234,0,598,1716,416,120,128,208,0,10
8,10234,0,524,1452,338,110,115,194,0,22
7,10234,0,482,1274,188,99,73,162,0,22
6,10234,0,441,1484,180,90,139,142,0,8
5,10234,0,455,1214,151,83,169,116,0,0
4,10234,0,530,1099,207,105,77,116,0,0
3,10234,0,409,1053,157,138,76,148,0,0
2,10234,0,327,1040,85,106,74,103,0,0
1,10234,0,223,1094,91,121,63,98,0,10
0,10234,0,115,1275,75,123,73,110,0,13
-1,10234,0,114,1309,156,122,37,92,0,15
-2,10234,0,95,1153,159,93,9,90,0,10
-3,10234,0,76,842,164,88,42,84,0,3
-4,10234,0,76,699,221,73,99,105,0,0
-5,10234,0,76,692,260,104,75,115,0,0
-6,10234,0,0,0,222,82,91,148,0,0
-7,10234,0,0,0,304,138,61,188,0,0
-8,10234,0,0,0,291,172,171,203,0,0
-9,10234,0,0,0,269,200,217,205,0,0
-10,10234,0,0,0,219,156,235,184,0,0
-11,10234,0,0,0,171,120,246,168,0,4
-12,10234,0,0,0,213,56,140,109,0,12
-13,10234,0,0,0,476,51,71,114,0,12
-14,10234,0,0,0,473,103,73,114,0,2
-15,10234,0,0,0,695,104,104,75,0,2
-16,10234,0,0,0,773,115,69,80,0,4
-17,10234,0,0,0,680,116,68,58,0,20
-18,10234,0,0,0,628,70,83,82,0,30
-19,10234,259,0,0,564,99,24,79,0,34
-20,10234,1042,0,0,461,94,20,80,0,38
-21,10234,2149,0,0,638,55,20,44,0,26
-22,10234,2898,0,0,437,60,42,66,0,14
-23,10234,3165,0,0,368,56,86,84,0,3
-24,10234,3055,0,0,369,24,104,176,0,20
-25,10234,2302,0,0,411,37,80,190,0,20
-26,10234,1533,0,0,423,33,92,199,0,26
-27,10234,1095,0,0,370,51,107,179,0,38
-28,10234,811,0,0,59,68,141,120,0,16
-29,10234,474,0,0,52,48,157,138,0,5
-30,10234,249,0,0,56,41,101,129,0,17
-31,10234,115,0,0,54,16,41,129,0,17
-32,10234,121,0,0,187,43,35,128,0,8
-33,10234,174,0,0,194,45,59,119,0,0
-34,10234,103,0,0,179,38,87,140,0,0
-35,10234,56,0,0,352,35,144,144,0,8
-36,10234,83,0,0,392,10,184,140,0,10
-37,10234,118,0,0,538,9,167,159,0,27
-38,10234,110,0,0,927,5,182,136,0,38
