y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,1283,71,9,0,0,0,0,0
62,10234,0,1229,87,4,20,0,0,0,0
61,10234,0,1260,142,11,42,0,0,0,0
60,10234,0,1396,197,11,22,0,0,0,0
59,10234,0,1490,320,14,19,0,0,0,0
58,10234,0,1313,347,12,15,0,0,0,0
57,10234,0,1203,279,18,18,0,0,0,0
56,10234,0,1320,221,22,25,0,0,0,0
55,10234,0,1272,502,18,43,0,0,0,0
54,10234,0,1410,600,33,47,0,0,0,0
53,10234,0,1775,644,56,33,0,0,0,0
52,10234,0,2088,575,94,23,0,0,0,0
51,10234,0,2094,546,125,21,0,0,0,0
50,10234,0,1810,425,127,19,0,0,0,0
49,10234,0,1576,400,128,27,0,0,0,0
48,10234,0,1532,311,91,9,0,0,0,0
47,10234,8,1029,365,61,13,0,0,0,0
46,10234,24,891,286,59,5,0,0,0,0
45,10234,50,711,236,63,17,0,0,0,0
44,10234,68,759,281,90,19,0,0,0,0
43,10234,62,908,315,71,12,0,0,0,0
42,10234,27,602,370,102,7,0,0,0,0
41,10234,0,601,355,198,7,0,0,0,0
40,10234,0,691,395,268,4,0,0,0,0
39,10234,0,739,253,232,7,0,0,0,0
38,10234,0,889,274,238,27,0,0,0,0
37,10234,0,835,318,256,25,0,0,0,0
36,10234,0,562,332,189,25,0,0,0,0
35,10234,0,437,337,134,25,0,0,0,0
34,10234,0,371,342,92,32,0,0,0,0
33,10234,0,537,281,130,29,0,0,0,0
32,10234,0,807,198,151,23,0,0,0,0
31,10234,0,1060,97,153,27,0,0,0,0
30,10234,0,917,133,139,50,0,0,0,0
29,10234,0,627,177,135,44,0,0,0,0
28,10234,0,672,272,113,45,0,0,0,0
27,10234,0,512,387,147,60,0,0,0,0
26,10234,0,476,425,114,66,0,0,0,0
25,10234,0,460,339,148,81,0,0,0,0
24,10234,0,396,264,149,108,0,0,0,0
23,10234,0,374,278,130,74,0,0,0,0
22,10234,0,146,271,109,69,0,20,0,0
21,10234,0,148,257,162,33,0,15,0,0
20,10234,0,116,317,140,35,0,20,0,0
19,10234,0,116,269,183,28,0,10,0,0
18,10234,23,148,293,205,78,0,16,0,0
17,10234,73,207,341,197,80,0,26,0,0
16,10234,31,235,552,238,67,0,12,0,0
15,10234,1,184,566,229,80,0,4,0,0
14,10234,0,367,572,345,54,0,4,0,0
13,10234,0,474,474,460,68,0,5,0,0
12,10234,0,524,340,455,49,79,31,0,0
11,10234,0,754,456,510,44,103,66,0,0
10,10234,0,704,427,449,45,115,50,0,0
9,10234,0,614,461,355,31,120,75,0,0
8,10234,0,466,389,231,17,119,89,0,2
7,10234,0,466,350,254,47,79,92,0,2
6,10234,0,388,378,319,61,83,76,0,13
5,10234,0,286,280,281,57,91,62,0,65
4,10234,0,361,323,230,105,69,80,0,86
3,10234,0,270,386,177,108,45,114,0,90
2,10234,0,159,447,194,66,91,151,0,66
1,10234,0,218,410,237,109,134,154,0,15
0,10234,0,220,348,184,69,148,154,0,0
-1,10234,0,282,276,199,66,188,148,0,24
-2,10234,0,242,260,203,36,179,121,0,20
-3,10234,0,170,123,152,49,182,85,0,20
-4,10234,0,130,90,113,78,166,113,0,20
-5,10234,0,40,28,75,85,157,114,0,20
-6,10234,0,40,0,87,76,179,116,0,8
-7,10234,0,20,0,162,101,145,122,0,12
-8,10234,0,0,0,155,120,101,71,0,9
-9,10234,0,0,0,167,122,115,112,0,13
-10,10234,0,0,0,194,124,94,125,0,15
-11,10234,0,0,0,134,78,60,100,0,0
-12,10234,0,0,0,113,74,62,98,0,0
-13,10234,0,0,0,114,44,12,125,0,0
-14,10234,0,0,0,120,24,24,92,0,0
-15,10234,0,0,0,146,32,85,101,0,11
-16,10234,5,0,0,110,16,140,52,0,18
-17,10234,14,0,0,117,18,154,99,0,24
-18,10234,16,0,0,126,30,96,161,0,21
-19,10234,7,0,0,132,48,109,182,0,6
-20,10234,0,0,0,140,90,151,175,0,11
-21,10234,0,0,0,131,93,130,134,0,11
-22,10234,0,0,0,57,81,129,75,0,5
-23,10234,0,0,0,46,84,120,49,0,9
-24,10234,50,0,0,58,77,95,67,0,16
-25,10234,208,0,0,49,47,90,91,0,22
-26,10234,271,0,0,55,31,52,79,0,17
-27,10234,436,0,0,50,34,58,76,0,11
-28,10234,774,0,0,23,42,153,84,0,9
-29,10234,992,0,0,17,68,173,129,0,3
-30,10234,1038,0,0,12,62,124,139,0,10
-31,10234,901,0,0,8,54,74,80,0,28
-32,10234,682,0,0,14,24,70,65,0,35
-33,10234,538,0,0,12,0,143,42,0,17
-34,10234,457,0,0,5,2,184,44,0,20
-35,10234,437,0,0,10,3,137,32,0,6
