y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,0,0,0,0,0,0,0,0
62,10234,0,0,0,0,0,0,0,0,0
61,10234,0,0,0,0,0,0,0,0,0
60,10234,0,0,10,0,0,0,0,0,0
59,10234,0,0,15,0,0,0,0,0,0
58,10234,0,71,10,0,13,0,0,0,0
57,10234,0,85,26,12,14,0,0,0,0
56,10234,0,98,26,12,17,0,0,0,0
55,10234,0,95,31,12,23,0,0,0,0
54,10234,0,108,32,3,21,0,0,0,0
53,10234,0,170,32,0,17,0,0,0,0
52,10234,0,144,22,0,0,0,0,0,0
51,10234,0,234,40,0,0,0,0,0,0
50,10234,0,307,36,1,0,0,0,0,0
49,10234,0,242,20,8,0,0,0,0,0
48,10234,0,267,75,8,0,0,0,0,0
47,10234,0,278,78,8,1,0,0,0,0
46,10234,0,390,156,43,14,0,0,0,0
45,10234,0,560,207,107,20,0,0,0,0
44,10234,0,595,293,152,22,0,0,0,0
43,10234,0,768,326,128,26,0,0,0,0
42,10234,0,730,377,54,26,0,0,0,0
41,10234,0,967,531,45,21,0,0,0,0
40,10234,0,1141,624,61,17,0,0,0,0
39,10234,0,1105,597,162,9,0,0,0,0
38,10234,0,1130,634,190,12,0,0,0,0
37,10234,0,704,608,226,10,0,0,0,0
36,10234,0,738,626,285,12,0,0,0,0
35,10234,0,593,554,301,14,0,0,0,0
34,10234,0,657,347,253,15,0,0,0,0
33,10234,0,879,302,131,18,0,0,0,0
32,10234,0,818,290,151,13,0,0,0,0
31,10234,0,1028,307,116,11,0,0,0,0
30,10234,0,884,235,62,2,0,0,0,0
29,10234,0,1176,241,30,0,0,0,0,0
28,10234,0,1401,303,52,5,0,3,0,0
27,10234,0,1256,332,98,15,0,3,0,0
26,10234,0,1154,296,116,21,0,8,0,0
25,10234,0,1025,259,184,16,0,3,0,0
24,10234,0,940,218,180,16,0,0,0,0
23,10234,0,772,321,178,12,0,6,0,0
22,10234,0,434,274,175,18,0,12,0,0
21,10234,12,264,285,131,18,0,28,0,0
20,10234,48,534,349,106,41,0,32,0,0
19,10234,28,550,288,165,92,0,111,0,0
18,10234,4,539,296,175,132,0,159,0,0
17,10234,0,355,313,165,120,0,155,0,0
16,10234,0,265,296,176,61,0,113,0,0
15,10234,0,25,263,278,49,0,77,0,0
14,10234,0,20,235,382,55,44,39,0,2
13,10234,0,90,239,437,99,50,42,0,4
12,10234,0,139,226,376,122,77,36,0,10
11,10234,0,298,267,316,96,112,86,0,20
10,10234,0,397,243,201,98,107,116,0,36
9,10234,0,419,286,229,84,83,116,0,36
8,10234,0,243,390,268,93,36,110,0,28
7,10234,0,44,430,246,97,31,93,0,36
6,10234,0,25,381,270,63,42,71,0,24
5,10234,0,25,395,320,76,33,26,0,20
4,10234,0,214,422,323,121,21,19,0,6
3,10234,0,237,320,206,149,15,18,0,9
2,10234,0,203,294,111,114,48,36,0,9
1,10234,0,155,400,89,105,48,78,0,3
0,10234,1,147,493,44,161,36,88,0,0
-1,10234,5,0,481,42,203,71,117,0,0
-2,10234,4,0,402,71,221,59,145,0,0
-3,10234,1,0,255,51,183,124,121,0,4
-4,10234,0,0,40,124,120,87,56,0,8
-5,10234,1,0,16,197,37,84,96,0,6
-6,10234,0,0,0,253,42,66,127,0,4
-7,10234,0,0,0,274,47,25,135,0,4
-8,10234,0,0,0,238,48,64,81,0,14
-9,10234,0,0,0,192,38,124,27,0,15
-10,10234,0,0,0,172,20,179,62,0,18
-11,10234,0,0,0,139,19,187,126,0,30
-12,10234,0,0,0,145,12,182,188,0,29
-13,10234,4,0,0,146,3,114,176,0,28
-14,10234,16,0,0,102,19,72,148,0,17
-15,10234,39,0,0,42,22,72,131,0,15
-16,10234,39,0,0,30,26,32,160,0,12
-17,10234,76,0,0,60,26,6,99,0,18
-18,10234,137,0,0,170,14,6,160,0,30
-19,10234,176,0,0,194,33,22,140,0,33
-20,10234,216,0,0,170,48,42,67,0,25
-21,10234,269,0,0,120,100,36,93,0,15
-22,10234,402,0,0,73,85,62,88,0,9
-23,10234,496,0,0,34,81,80,72,0,11
-24,10234,589,0,0,42,70,90,40,0,9
-25,10234,700,0,0,17,45,118,56,0,9
-26,10234,795,0,0,19,29,113,44,0,18
-27,10234,809,0,0,28,18,151,73,0,11
-28,10234,810,0,0,32,9,146,84,0,13
-29,10234,824,0,0,31,25,130,52,0,9
-30,10234,934,0,0,43,29,118,70,0,23
-31,10234,1230,0,0,56,26,116,135,0,38
-32,10234,1518,0,0,38,20,57,197,0,38
-33,10234,1561,0,0,42,25,51,204,0,38
-34,10234,1538,0,0,28,10,45,258,0,44
-35,10234,1477,0,0,19,4,53,276,0,24
-36,10234,1355,0,0,18,9,76,242,0,20
-37,10234,1268,0,0,15,12,119,202,0,29
-38,10234,1187,0,0,7,18,133,178,0,21
-39,10234,970,0,0,27,14,133,138,0,20
-40,10234,732,0,0,32,14,142,90,0,23
-41,10234,495,0,0,33,14,125,99,0,18
-42,10234,233,0,0,40,8,131,122,0,71
-43,10234,116,0,0,59,1,187,95,0,78
-44,10234,95,0,0,48,4,152,181,0,78
-45,10234,106,0,0,22,7,169,136,0,57
-46,10234,54,0,0,36,11,235,126,0,34
-47,10234,13,0,0,44,14,208,94,0,53
-48,10234,31,0,0,34,7,216,55,0,41
-49,10234,62,0,0,8,3,248,24,0,36
-50,10234,61,0,0,8,2,274,29,0,33
-51,10234,50,0,0,13,8,289,72,0,19
-52,10234,35,0,0,17,8,306,62,0,13
-53,10234,11,0,0,21,12,349,86,0,22
-54,10234,49,0,0,20,14,334,79,0,82
-55,10234,242,0,0,6,11,325,13,0,100
-56,10234,557,0,0,13,11,386,17,0,64
-57,10234,510,0,0,25,20,387,23,0,48
-58,10234,383,0,0,36,28,423,18,0,54
-59,10234,390,0,0,42,20,326,18,0,52
