y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,0,0,0,0,0,0,0,0
62,10234,0,0,0,0,0,0,0,0,0
61,10234,0,0,0,0,0,0,0,0,0
60,10234,0,0,0,0,0,0,0,0,0
59,10234,0,0,0,0,0,0,0,0,0
58,10234,0,0,0,0,0,0,0,0,0
57,10234,0,0,0,0,0,0,0,0,0
56,10234,0,0,0,0,0,0,0,0,0
55,10234,0,0,0,0,0,0,0,0,0
54,10234,0,0,10,0,0,0,0,0,0
53,10234,0,41,15,0,0,0,0,0,0
52,10234,0,171,33,1,0,0,0,0,0
51,10234,0,357,34,0,0,0,0,0,0
50,10234,0,406,35,0,0,0,0,0,0
49,10234,0,426,54,0,0,0,0,0,0
48,10234,0,672,45,7,0,0,0,0,0
47,10234,0,594,40,43,3,0,0,0,0
46,10234,0,290,82,79,3,0,0,0,0
45,10234,0,272,60,117,7,0,0,0,0
44,10234,0,479,215,150,11,0,0,0,0
43,10234,0,587,413,99,18,0,0,0,0
42,10234,0,720,513,86,10,0,0,0,0
41,10234,0,832,520,112,7,0,0,0,0
40,10234,0,932,404,123,6,0,0,0,0
39,10234,0,897,192,100,5,0,0,0,0
38,10234,0,868,103,122,19,0,0,0,0
37,10234,0,948,89,138,19,0,0,0,0
36,10234,0,613,140,113,19,0,0,0,0
35,10234,0,632,153,111,32,0,0,0,0
34,10234,0,468,203,146,32,0,0,0,0
33,10234,0,619,208,194,29,0,0,0,0
32,10234,0,533,295,189,36,0,0,0,0
31,10234,0,495,333,253,14,0,0,0,0
30,10234,0,563,420,352,6,0,0,0,0
29,10234,0,459,456,281,11,0,0,0,0
28,10234,0,696,564,196,23,0,18,0,0
27,10234,0,681,446,255,21,0,18,0,0
26,10234,0,627,336,266,23,0,0,0,0
25,10234,0,842,350,274,30,0,7,0,0
24,10234,0,871,415,251,34,0,25,0,0
23,10234,0,717,840,253,25,0,42,0,0
22,10234,0,551,1394,129,20,0,66,0,0
21,10234,0,446,1697,86,15,0,56,0,0
20,10234,0,358,1615,141,20,0,32,0,0
19,10234,0,300,1448,221,26,0,26,0,0
18,10234,0,590,2136,298,26,0,17,0,0
17,10234,0,755,2429,295,12,0,7,0,0
16,10234,0,734,2474,292,5,0,7,0,0
15,10234,0,705,1621,233,47,0,24,0,0
14,10234,0,442,1399,211,63,5,55,0,0
13,10234,0,253,1437,158,61,11,64,0,0
12,10234,0,228,1350,165,76,6,41,0,0
11,10234,0,228,1318,212,90,12,42,0,0
10,10234,0,192,1464,274,53,92,24,0,0
9,10234,0,70,1383,275,41,130,6,0,0
8,10234,0,70,1395,288,37,210,46,0,0
7,10234,0,130,1164,349,39,204,52,0,0
6,10234,0,182,1219,289,48,143,54,0,0
5,10234,0,140,1227,218,58,48,69,0,0
4,10234,0,74,1221,200,69,42,81,0,0
3,10234,0,92,369,165,54,42,143,0,0
2,10234,0,104,405,122,89,6,109,0,0
1,10234,0,120,163,188,114,16,146,0,17
0,10234,0,88,184,184,139,26,143,0,17
-1,10234,0,0,204,261,139,22,122,0,29
-2,10234,0,0,173,289,135,52,99,0,29
-3,10234,0,0,164,294,153,144,92,0,17
-4,10234,0,0,56,290,165,159,80,0,12
-5,10234,2,0,0,178,173,145,70,0,8
-6,10234,1,0,0,173,131,113,90,0,16
-7,10234,3,0,0,160,93,157,91,0,16
-8,10234,18,0,0,126,81,170,97,0,4
-9,10234,3,0,0,119,67,137,158,0,4
-10,10234,1,0,0,112,97,126,196,0,8
-11,10234,1,0,0,106,86,40,213,0,0
-12,10234,1,0,0,102,88,59,228,0,0
-13,10234,1,0,0,162,100,59,188,0,10
-14,10234,1,0,0,141,77,43,144,0,16
-15,10234,92,0,0,123,48,65,110,0,12
-16,10234,539,0,0,85,32,64,106,0,4
-17,10234,1339,0,0,93,19,40,142,0,2
-18,10234,1637,0,0,26,7,36,132,0,8
-19,10234,1700,0,0,15,5,48,142,0,8
-20,10234,1637,0,0,34,7,50,178,0,4
-21,10234,1535,0,0,73,14,70,146,0,12
-22,10234,1429,0,0,74,92,90,141,0,8
-23,10234,1418,0,0,102,72,76,193,0,8
-24,10234,1716,0,0,129,79,70,219,0,8
-25,10234,2057,0,0,96,65,46,199,0,8
-26,10234,2175,0,0,82,43,78,205,0,1
-27,10234,2107,0,0,42,15,94,97,0,1
-28,10234,2164,0,0,60,1,133,84,0,17
-29,10234,2305,0,0,35,10,95,42,0,16
-30,10234,2377,0,0,50,7,78,63,0,16
-31,10234,2469,0,0,75,9,102,59,0,18
-32,10234,2692,0,0,68,0,90,82,0,11
-33,10234,2674,0,0,39,0,46,76,0,20
-34,10234,2486,0,0,13,2,28,34,0,18
-35,10234,2281,0,0,7,8,81,79,0,6
-36,10234,2014,0,0,21,14,117,79,0,4
-37,10234,1697,0,0,33,13,133,65,0,8
-38,10234,1437,0,0,32,12,150,69,0,12
-39,10234,1263,0,0,26,3,65,87,0,25
-40,10234,1219,0,0,17,10,78,87,0,30
-41,10234,1201,0,0,20,16,84,72,0,22
-42,10234,1020,0,0,14,16,92,38,0,13
-43,10234,844,0,0,35,15,113,62,0,3
-44,10234,691,0,0,33,10,123,67,0,9
-45,10234,456,0,0,25,12,92,68,0,16
-46,10234,297,0,0,13,34,156,38,0,15
-47,10234,224,0,0,18,32,173,34,0,12
-48,10234,160,0,0,27,28,214,53,0,18
-49,10234,72,0,0,27,20,255,65,0,3
-50,10234,11,0,0,48,16,243,65,0,15
-51,10234,0,0,0,50,18,245,70,0,15
-52,10234,1,0,0,25,36,247,51,0,64
-53,10234,1,0,0,39,35,276,20,0,77
-54,10234,62,0,0,41,30,272,16,0,68
-55,10234,373,0,0,52,24,271,9,0,58
-56,10234,985,0,0,28,33,369,10,0,22
-57,10234,1284,0,0,14,26,380,10,0,18
-58,10234,1354,0,0,28,49,390,5,0,10
