y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,524,20,15,0,0,0,0,0
62,10234,0,344,30,10,0,0,0,0,0
61,10234,0,393,30,12,0,0,0,0,0
60,10234,0,442,20,15,0,0,0,0,0
59,10234,0,557,0,19,0,0,0,0,0
58,10234,0,576,94,17,0,0,0,0,0
57,10234,0,465,94,12,0,0,0,0,0
56,10234,0,338,102,0,0,0,0,0,0
55,10234,0,385,81,0,0,0,0,0,0
54,10234,0,547,90,12,0,0,0,0,0
53,10234,0,598,55,12,4,0,0,0,0
52,10234,0,731,47,10,8,0,0,0,0
51,10234,0,872,81,5,5,0,0,0,0
50,10234,0,730,136,7,6,0,0,0,0
49,10234,0,790,165,6,4,0,0,0,0
48,10234,0,798,142,13,0,0,0,0,0
47,10234,0,956,215,33,0,0,0,0,0
46,10234,0,1016,243,65,15,0,0,0,0
45,10234,0,947,256,92,18,0,0,0,0
44,10234,0,1121,314,115,17,0,0,0,0
43,10234,0,1129,279,81,25,0,0,0,0
42,10234,0,1114,265,60,16,0,0,0,0
41,10234,0,1132,303,112,23,0,0,0,0
40,10234,0,1166,610,135,20,0,0,0,0
39,10234,0,985,675,202,17,0,0,0,0
38,10234,0,955,614,199,24,0,0,0,0
37,10234,0,1058,622,175,4,0,0,0,0
36,10234,0,882,449,155,9,0,0,0,0
35,10234,0,889,481,230,6,0,0,0,0
34,10234,0,806,479,224,1,0,0,0,0
33,10234,0,560,489,255,3,0,0,0,0
32,10234,0,539,367,222,4,0,0,0,0
31,10234,0,458,381,165,24,0,0,0,0
30,10234,0,458,370,111,21,0,0,0,0
29,10234,0,256,312,50,34,0,0,0,0
28,10234,0,414,183,29,36,0,0,0,0
27,10234,0,432,202,77,39,0,0,0,0
26,10234,0,362,202,104,38,0,6,0,0
25,10234,0,203,204,109,2,0,12,0,0
24,10234,0,128,339,123,8,0,18,0,0
23,10234,0,141,293,173,35,0,24,0,0
22,10234,0,156,249,195,34,0,28,0,0
21,10234,0,175,333,217,30,0,29,0,0
20,10234,0,239,444,212,43,0,36,0,0
