y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,389,0,36,4,0,0,0,0
62,10234,0,573,15,23,10,0,0,0,0
61,10234,0,910,118,16,8,0,0,0,0
60,10234,0,1120,207,25,7,0,0,0,0
59,10234,0,1494,229,40,4,0,0,0,0
58,10234,0,1579,401,49,0,0,0,0,0
57,10234,0,1254,561,30,10,0,0,0,0
56,10234,0,1280,577,22,13,0,0,0,0
55,10234,0,1167,589,16,21,0,0,0,0
54,10234,0,1169,427,12,34,0,0,0,0
53,10234,0,1110,309,22,33,0,0,0,0
52,10234,0,1330,245,61,29,0,0,0,0
51,10234,0,1258,256,62,32,0,0,0,0
50,10234,0,1126,288,115,48,0,0,0,0
49,10234,0,1064,216,133,50,0,0,0,0
48,10234,0,967,233,147,74,0,0,0,0
47,10234,0,687,219,154,51,0,0,0,0
46,10234,0,742,253,89,26,0,0,0,0
45,10234,0,732,266,101,50,0,0,0,0
44,10234,0,1507,290,124,39,0,0,0,0
43,10234,0,1973,280,134,34,0,0,0,0
42,10234,0,1924,246,158,30,0,0,0,0
41,10234,0,1906,205,165,36,0,0,0,0
40,10234,0,1547,288,148,46,0,0,0,0
39,10234,0,938,242,147,34,0,0,0,0
38,10234,0,666,115,182,19,0,0,0,0
37,10234,0,662,80,142,3,0,0,0,0
36,10234,0,407,114,97,0,0,0,0,0
35,10234,0,586,118,148,2,0,0,0,0
34,10234,0,694,148,217,5,0,0,0,0
33,10234,0,834,168,178,12,0,0,0,0
32,10234,0,1049,170,185,8,0,0,0,0
31,10234,0,1289,177,208,9,0,0,0,0
30,10234,0,1213,208,161,9,0,40,0,0
29,10234,0,795,199,160,4,0,48,0,0
28,10234,0,847,281,230,5,0,48,0,0
27,10234,1,908,207,225,7,0,48,0,0
26,10234,3,884,245,202,10,0,76,0,0
25,10234,12,881,360,225,4,0,36,0,0
24,10234,28,660,404,234,2,0,36,0,0
23,10234,9,688,543,229,11,0,0,0,0
22,10234,0,709,509,251,44,0,24,0,0
21,10234,0,814,362,253,47,0,40,0,0
20,10234,0,934,341,246,48,0,52,0,0
19,10234,0,866,256,230,46,0,60,0,0
18,10234,0,607,338,267,33,0,61,0,0
17,10234,0,525,376,314,72,0,21,0,0
16,10234,0,577,345,317,60,0,21,0,0
15,10234,0,523,291,298,85,5,24,0,0
14,10234,0,427,212,221,86,5,23,0,0
13,10234,0,399,222,214,49,6,22,0,0
12,10234,0,373,195,171,77,87,39,0,0
11,10234,0,328,269,257,64,94,39,0,0
10,10234,0,189,373,237,60,98,77,0,0
9,10234,0,155,465,194,118,118,53,0,0
8,10234,0,249,482,103,173,133,45,0,0
7,10234,6,297,380,68,139,65,62,0,0
6,10234,15,321,390,112,139,76,53,0,0
5,10234,12,388,244,145,89,97,25,0,0
4,10234,19,284,264,189,83,101,32,0,4
3,10234,21,266,306,171,91,85,62,0,0
2,10234,25,197,357,103,87,60,65,0,2
1,10234,23,138,441,166,90,53,100,0,8
0,10234,8,198,440,200,163,73,122,0,8
-1,10234,0,80,511,163,145,72,95,0,0
-2,10234,0,120,354,111,92,84,113,0,5
-3,10234,0,120,172,109,80,66,101,0,5
-4,10234,0,120,106,133,39,60,85,0,25
-5,10234,0,60,22,190,77,45,72,0,26
-6,10234,0,0,0,187,108,46,64,0,38
-7,10234,0,0,0,186,128,22,151,0,36
-8,10234,0,0,0,217,110,16,172,0,20
-9,10234,0,0,0,163,127,52,149,0,20
-10,10234,0,0,0,105,118,50,156,0,15
-11,10234,0,0,0,68,107,48,139,0,15
-12,10234,0,0,0,47,84,101,90,0,19
-13,10234,0,0,0,7,39,59,91,0,31
-14,10234,0,0,0,60,37,73,101,0,17
-15,10234,0,0,0,60,37,73,90,0,0
-16,10234,0,0,0,94,44,59,102,0,0
-17,10234,0,0,0,78,59,57,72,0,6
-18,10234,0,0,0,37,47,22,50,0,15
-19,10234,0,0,0,52,57,20,65,0,27
-20,10234,4,0,0,72,46,36,96,0,19
-21,10234,12,0,0,73,59,20,107,0,32
-22,10234,26,0,0,35,62,26,120,0,40
-23,10234,31,0,0,15,42,29,192,0,22
-24,10234,11,0,0,14,36,31,203,0,17
-25,10234,0,0,0,19,22,38,123,0,13
-26,10234,0,0,0,14,28,54,91,0,1
-27,10234,0,0,0,4,34,68,118,0,0
-28,10234,0,0,0,20,32,76,165,0,0
-29,10234,0,0,0,26,22,91,167,0,4
-30,10234,0,0,0,4,12,71,176,0,7
-31,10234,0,0,0,10,17,91,174,0,16
-32,10234,0,0,0,10,15,101,168,0,30
-33,10234,0,0,0,8,7,94,57,0,39
-34,10234,0,0,0,9,6,64,62,0,33
-35,10234,0,0,0,13,11,85,30,0,14
-36,10234,0,0,0,23,22,111,37,0,11
-37,10234,0,0,0,28,9,158,48,0,9
-38,10234,0,0,0,36,15,156,28,0,0
-39,10234,0,0,0,48,21,181,122,0,12
-40,10234,0,0,0,41,12,119,189,0,19
-41,10234,0,0,0,28,18,149,191,0,31
-42,10234,1,0,0,14,12,120,158,0,20
-43,10234,9,0,0,9,15,129,131,0,18
-44,10234,18,0,0,9,7,140,93,0,41
-45,10234,7,0,0,14,3,147,94,0,62
-46,10234,2,0,0,23,20,224,108,0,44
-47,10234,8,0,0,21,29,186,66,0,32
-48,10234,12,0,0,26,13,157,35,0,28
-49,10234,3,0,0,43,9,225,51,0,30
-50,10234,0,0,0,29,3,369,30,0,32
-51,10234,55,0,0,21,3,363,85,0,5
-52,10234,194,0,0,21,29,384,127,0,0
-53,10234,286,0,0,21,47,379,98,0,7
-54,10234,207,0,0,24,55,480,98,0,49
-55,10234,313,0,0,19,54,513,92,0,59
-56,10234,559,0,0,20,43,417,65,0,65
-57,10234,589,0,0,29,16,333,34,0,35
-58,10234,560,0,0,41,11,326,34,0,28
-59,10234,500,0,0,51,11,508,40,0,56
