y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,0,0,0,0,0,0,0,0
62,10234,0,0,0,0,0,0,0,0,0
61,10234,0,0,0,0,0,0,0,0,0
60,10234,0,0,0,0,0,0,0,0,0
59,10234,0,0,0,0,0,0,0,0,0
58,10234,0,0,0,0,0,0,0,0,0
57,10234,0,0,0,0,0,0,0,0,0
56,10234,0,0,0,0,0,0,0,0,0
55,10234,0,0,0,0,0,0,0,0,0
54,10234,0,0,0,0,0,0,0,0,0
53,10234,0,0,0,0,0,0,0,0,0
52,10234,0,0,0,0,0,0,0,0,0
51,10234,0,0,0,0,0,0,0,0,0
50,10234,0,0,0,0,0,0,0,0,0
49,10234,0,0,0,0,0,0,0,0,0
48,10234,0,0,0,0,0,0,0,0,0
47,10234,0,266,48,27,0,0,0,0,0
46,10234,0,464,110,38,0,0,0,0,0
45,10234,0,561,112,88,0,0,0,0,0
44,10234,0,669,134,114,3,0,0,0,0
43,10234,0,877,141,106,5,0,0,0,0
42,10234,0,778,142,130,1,0,0,0,0
41,10234,0,749,196,128,2,0,0,0,0
40,10234,0,930,322,145,13,0,0,0,0
39,10234,0,981,460,161,19,0,0,0,0
38,10234,0,827,451,219,37,0,0,0,0
37,10234,0,953,438,179,35,0,0,0,0
36,10234,0,871,391,104,40,0,0,0,0
35,10234,0,944,368,70,26,0,0,0,0
34,10234,0,869,359,47,32,0,0,0,0
33,10234,0,783,412,33,23,0,0,0,0
32,10234,0,820,400,69,27,0,0,0,0
31,10234,0,994,367,143,21,0,0,0,0
30,10234,0,805,236,261,21,0,0,0,0
29,10234,0,666,216,312,20,0,0,0,0
28,10234,0,613,227,329,28,0,0,0,0
27,10234,0,634,184,332,24,0,6,0,0
26,10234,0,598,212,238,0,0,12,0,0
25,10234,0,461,226,194,8,0,18,0,0
24,10234,0,537,251,214,0,0,12,0,0
23,10234,0,596,344,147,0,0,0,0,0
22,10234,0,694,422,189,0,0,0,0,0
21,10234,0,558,402,218,4,0,0,0,0
20,10234,0,438,415,232,33,0,4,0,0
19,10234,0,308,320,284,39,0,16,0,0
18,10234,0,261,283,219,48,4,20,0,0
17,10234,0,336,316,184,34,20,14,0,0
16,10234,0,270,328,118,10,24,49,0,0
15,10234,2,213,256,170,33,40,77,0,0
14,10234,6,166,173,178,69,87,107,0,0
13,10234,2,128,159,335,88,114,143,0,0
12,10234,0,48,250,434,88,139,114,0,0
11,10234,0,220,284,456,52,138,141,0,0
10,10234,0,263,339,462,24,140,124,0,0
9,10234,0,332,372,461,30,117,144,0,0
8,10234,0,459,328,311,39,179,116,0,8
7,10234,0,397,235,275,32,195,68,0,10
6,10234,0,252,346,253,32,184,104,0,6
5,10234,0,335,357,214,40,163,96,0,0
4,10234,0,491,499,186,40,232,132,0,0
3,10234,0,542,600,200,54,230,112,0,6
2,10234,0,397,550,128,56,157,92,0,10
1,10234,0,331,725,97,112,209,117,0,8
0,10234,0,212,667,112,142,182,117,0,4
-1,10234,0,137,470,194,177,170,111,0,0
-2,10234,0,0,291,204,178,129,83,0,0
-3,10234,0,0,194,244,135,101,75,0,2
-4,10234,0,0,82,253,104,93,73,0,6
-5,10234,0,0,30,233,58,81,58,0,14
-6,10234,0,0,30,221,84,70,44,0,8
-7,10234,0,0,10,184,111,66,37,0,2
-8,10234,0,0,0,118,69,62,138,0,0
-9,10234,0,0,0,96,50,39,116,0,0
-10,10234,0,0,0,101,44,42,115,0,6
-11,10234,0,0,0,130,51,37,111,0,0
-12,10234,0,0,0,91,56,74,140,0,1
-13,10234,0,0,0,112,60,102,78,0,2
-14,10234,0,0,0,148,50,167,94,0,1
-15,10234,0,0,0,150,49,166,134,0,2
-16,10234,0,0,0,118,72,166,115,0,8
-17,10234,0,0,0,53,42,151,154,0,13
-18,10234,0,0,0,77,43,81,159,0,7
-19,10234,0,0,0,63,40,112,143,0,4
-20,10234,0,0,0,47,39,87,105,0,4
-21,10234,0,0,0,50,53,65,136,0,4
-22,10234,0,0,0,24,105,51,152,0,4
-23,10234,0,0,0,12,91,92,209,0,9
-24,10234,0,0,0,12,35,85,199,0,12
-25,10234,0,0,0,17,62,100,163,0,18
-26,10234,34,0,0,19,32,142,118,0,19
-27,10234,151,0,0,4,28,132,90,0,8
-28,10234,377,0,0,4,35,101,120,0,7
-29,10234,335,0,0,4,32,135,100,0,7
-30,10234,95,0,0,8,33,111,53,0,8
-31,10234,7,0,0,10,8,111,84,0,34
-32,10234,0,0,0,4,2,107,64,0,45
-33,10234,0,0,0,10,4,83,63,0,49
-34,10234,0,0,0,26,3,94,101,0,57
-35,10234,0,0,0,40,1,100,155,0,51
-36,10234,0,0,0,45,5,107,161,0,64
-37,10234,24,0,0,44,0,97,152,0,70
-38,10234,101,0,0,52,1,98,103,0,49
-39,10234,60,0,0,56,2,158,104,0,47
-40,10234,14,0,0,54,1,242,66,0,31
-41,10234,0,0,0,68,0,285,56,0,26
-42,10234,0,0,0,43,0,327,54,0,47
-43,10234,5,0,0,17,0,284,50,0,54
-44,10234,42,0,0,12,0,195,58,0,31
-45,10234,72,0,0,7,0,161,86,0,27
-46,10234,78,0,0,23,0,172,72,0,10
-47,10234,55,0,0,14,1,195,48,0,6
-48,10234,20,0,0,7,1,227,35,0,4
-49,10234,25,0,0,61,1,201,50,0,2
-50,10234,28,0,0,108,0,228,78,0,0
-51,10234,21,0,0,94,0,296,79,0,8
-52,10234,16,0,0,66,3,243,104,0,25
-53,10234,7,0,0,33,0,310,74,0,46
-54,10234,203,0,0,39,3,259,54,0,33
-55,10234,1117,0,0,55,2,272,6,0,65
-56,10234,2779,0,0,27,5,296,18,0,66
-57,10234,3321,0,0,29,9,266,42,0,56
-58,10234,2391,0,0,54,8,324,70,0,40
-59,10234,1128,0,0,60,17,414,70,0,70
