y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10234,0,0,0,0,0,0,0,0,0
62,10234,0,0,0,0,0,0,0,0,0
61,10234,0,0,0,0,0,0,0,0,0
60,10234,0,0,0,0,0,0,0,0,0
59,10234,0,15,0,0,0,0,0,0,0
58,10234,0,103,0,2,0,0,0,0,0
57,10234,0,155,0,0,0,0,0,0,0
56,10234,0,206,12,15,1,0,0,0,0
55,10234,0,283,48,29,5,0,0,0,0
54,10234,0,351,132,43,6,0,0,0,0
53,10234,0,393,159,31,6,0,0,0,0
52,10234,0,474,204,18,6,0,0,0,0
51,10234,0,564,227,21,5,0,0,0,0
50,10234,0,445,168,17,1,0,0,0,0
49,10234,0,423,98,19,0,0,0,0,0
48,10234,0,329,179,29,7,0,0,0,0
47,10234,0,405,136,21,11,0,0,0,0
46,10234,0,396,127,23,10,0,0,0,0
45,10234,0,607,148,53,4,0,0,0,0
44,10234,0,793,202,74,5,0,0,0,0
43,10234,0,823,260,70,8,0,0,0,0
42,10234,0,898,418,58,1,0,0,0,0
41,10234,0,920,525,85,2,0,0,0,0
40,10234,0,1075,497,64,0,0,0,0,0
39,10234,0,962,460,61,3,0,0,0,0
38,10234,0,776,296,49,3,0,0,0,0
37,10234,0,957,269,65,3,0,0,0,0
36,10234,0,911,238,79,0,0,0,0,0
35,10234,0,935,254,66,0,0,0,0,0
34,10234,0,1003,314,108,0,0,0,0,0
33,10234,0,932,246,158,0,0,0,0,0
32,10234,0,678,184,121,0,0,0,0,0
31,10234,0,453,267,116,2,0,0,0,0
30,10234,0,339,405,124,17,0,0,0,0
29,10234,0,292,390,101,20,0,0,0,0
28,10234,0,242,412,86,17,0,0,0,0
27,10234,0,312,364,236,12,0,0,0,0
26,10234,0,297,256,304,11,0,0,0,0
25,10234,0,194,165,215,1,0,0,0,0
24,10234,0,113,58,201,6,0,0,0,0
23,10234,0,217,103,145,15,0,0,0,0
22,10234,0,241,168,153,20,0,12,0,0
21,10234,0,378,204,115,13,0,50,0,0
20,10234,0,379,236,158,15,0,58,0,0
19,10234,0,407,323,208,19,0,45,0,0
18,10234,0,467,338,203,18,0,37,0,0
17,10234,0,267,397,247,9,0,9,0,0
16,10234,0,222,379,206,0,0,13,0,0
15,10234,0,141,383,250,37,0,26,0,0
14,10234,0,120,319,235,85,0,27,0,0
13,10234,0,112,268,247,83,18,15,0,0
12,10234,0,110,211,165,75,29,5,0,0
11,10234,0,110,132,71,64,16,0,0,0
10,10234,0,87,179,110,65,25,12,0,0
9,10234,0,69,172,149,19,61,20,0,0
8,10234,0,0,122,137,37,72,8,0,0
7,10234,0,0,161,233,45,43,8,0,0
6,10234,0,0,206,229,49,43,15,0,0
5,10234,0,0,171,218,36,25,113,0,0
4,10234,0,0,175,157,38,29,136,0,20
3,10234,0,0,237,143,32,9,152,0,28
2,10234,0,28,221,122,5,9,128,0,25
1,10234,0,56,274,133,6,45,109,0,20
0,10234,0,56,298,77,8,64,27,0,7
-1,10234,0,56,180,85,30,64,48,0,8
-2,10234,0,42,183,79,56,60,119,0,8
-3,10234,0,0,178,130,95,76,156,0,2
-4,10234,0,0,80,236,175,92,154,0,0
-5,10234,0,0,20,245,235,60,122,0,6
-6,10234,0,0,0,202,216,28,94,0,6
-7,10234,0,0,0,182,190,48,96,0,13
-8,10234,0,0,0,118,121,36,96,0,8
-9,10234,0,0,0,146,64,48,112,0,8
-10,10234,0,0,0,128,68,76,134,0,8
-11,10234,0,0,0,96,106,68,172,0,14
-12,10234,0,0,0,82,62,40,138,0,12
-13,10234,0,0,0,57,65,6,195,0,9
-14,10234,0,0,0,100,56,8,153,0,0
-15,10234,0,0,0,129,91,16,146,0,8
-16,10234,0,0,0,92,94,48,100,0,23
-17,10234,0,0,0,88,93,58,94,0,54
-18,10234,0,0,0,63,92,86,115,0,39
-19,10234,0,0,0,32,87,78,123,0,31
-20,10234,0,0,0,32,64,101,108,0,40
-21,10234,0,0,0,32,39,116,115,0,31
-22,10234,37,0,0,8,18,106,194,0,13
-23,10234,157,0,0,10,15,97,204,0,7
-24,10234,181,0,0,20,29,100,218,0,7
-25,10234,170,0,0,34,39,96,190,0,18
-26,10234,166,0,0,40,29,96,120,0,75
-27,10234,145,0,0,49,23,75,90,0,75
-28,10234,115,0,0,46,12,65,58,0,88
-29,10234,88,0,0,19,20,32,43,0,85
-30,10234,60,0,0,0,34,24,91,0,50
-31,10234,35,0,0,16,21,69,144,0,15
-32,10234,13,0,0,16,24,65,115,0,13
-33,10234,3,0,0,52,10,89,118,0,8
-34,10234,1,0,0,72,5,114,76,0,18
-35,10234,0,0,0,44,24,104,46,0,34
-36,10234,0,0,0,35,28,68,6,0,43
-37,10234,0,0,0,54,21,33,32,0,24
-38,10234,0,0,0,42,17,67,83,0,39
-39,10234,0,0,0,24,1,82,88,0,50
-40,10234,0,0,0,7,9,85,135,0,36
-41,10234,0,0,0,16,2,117,124,0,51
-42,10234,0,0,0,24,13,103,131,0,88
-43,10234,0,0,0,32,31,75,152,0,90
-44,10234,0,0,0,26,22,131,217,0,78
-45,10234,0,0,0,43,18,254,186,0,50
-46,10234,26,0,0,73,23,284,158,0,35
-47,10234,90,0,0,63,11,332,115,0,31
-48,10234,35,0,0,71,20,351,21,0,55
-49,10234,2,0,0,60,7,390,21,0,58
-50,10234,0,0,0,38,6,334,29,0,50
-51,10234,3,0,0,30,10,263,39,0,37
-52,10234,21,0,0,39,14,343,98,0,25
-53,10234,49,0,0,41,22,341,106,0,25
-54,10234,126,0,0,41,17,241,84,0,17
-55,10234,425,0,0,31,5,341,79,0,25
-56,10234,903,0,0,16,3,257,57,0,38
-57,10234,1128,0,0,23,4,289,26,0,36
-58,10234,1168,0,0,22,24,318,24,0,28
-59,10234,1227,0,0,12,28,334,24,0,22
